iv,type,B_D,W_D,theta_D,dfcom,T_D,gamma_D,nu,nu2,nu_improved,L,U,sqrt_T_D,RR,lci,uci,model,outcome,Coefficient
w_education_3,Conditional,5.415181833528564e-7,0.0013597056409092583,-0.0013199721231440327,8862,0.0013603013109109465,4.3789563158565405e-4,473061.6236335386,46935482.19619242,8854.450200526786,-0.07360788078781286,0.07096793654152476,0.03688226282254041,"1.00 (0.93, 1.07)",0.9290359152586976,1.073546803693152,SW1,Hypertension,NA
w_education_4,Conditional,6.555271198808833e-7,0.004786961487619086,-0.10115953804409045,8862,0.004787682567450955,1.5061145381091692e-4,3978350.896273997,396758745.22165906,8858.468470991636,-0.2367754867434616,0.03445641065528071,0.06919308178894011,"0.90 (0.79, 1.04)",0.7891684469075785,1.0350569099403284,SW1,Hypertension,NA
w_tobacco_any,Conditional,3.145204245884189e-7,0.002268513383061661,0.1319744447153658,8862,0.0022688593555287083,1.5248740130330355e-4,3881198.060110734,387056694.1609795,8858.446893164748,0.03861637147732146,0.2253325179534101,0.04763254512965592,"1.14 (1.04, 1.25)",1.0393716745377568,1.2527392052196635,SW1,Hypertension,NA
(Intercept),Conditional,1.4914250768712355e-5,0.012422070177421092,-3.907885381593215,8862,0.012438475853266675,0.0013189458289839444,52971.03661418899,5173549.298587434,8833.207392460603,-4.126476129658898,-3.689294633527532,0.11152791513009949,"0.02 (0.02, 0.02)",0.016139652775545403,0.024989622669036263,SH1,Hypertension,NA
factor(state)10,Conditional,6.853665848062681e-7,0.00686826194911626,0.2178571664318399,8862,0.006869015852359547,1.097541859694391e-4,7486138.909529267,747137136.2453958,8858.92321175758,0.055416279888369724,0.38029805297531005,0.08287952613498431,"1.24 (1.06, 1.46)",1.0569805228407378,1.462720492664756,SH1,Hypertension,NA
factor(state)11,Conditional,8.914399303585671e-7,0.016373028533353685,0.6879417840046795,8862,0.01637400911727708,5.98866115421762e-5,25121817.32242023,2509475891.1004558,8859.027473262036,0.4371428968174241,0.9387406711919349,0.12796096716294808,"1.99 (1.55, 2.56)",1.5482773051489642,2.5567595890780477,SH1,Hypertension,NA
factor(state)12,Conditional,1.627716815171621e-6,0.006335080985338843,0.46757623727345465,8862,0.0063368714738355324,2.825508619011094e-4,1133066.0264465734,112732525.54403573,8856.801389034079,0.3115543434845083,0.623598131062401,0.0796044689313077,"1.60 (1.37, 1.87)",1.3655459929350178,1.8656287563717566,SH1,Hypertension,NA
factor(state)13,Conditional,1.0729495722856402e-6,0.009403968246029874,0.30419280278674105,8862,0.009405148490559389,1.2548919676269856e-4,5728095.681401592,571517891.3599582,8858.751526198244,0.11411521130887117,0.4942703942646109,0.09698014482645088,"1.36 (1.12, 1.64)",1.1208812556419,1.6393017586654866,SH1,Hypertension,NA
factor(state)14,Conditional,1.4417839804641105e-6,0.009014844709868696,0.514640050655507,8862,0.009016430672247206,1.7589691931998687e-4,2918098.818963291,290888158.9378998,8858.172471303322,0.3285318901000951,0.7007482112109188,0.09495488756376476,"1.67 (1.39, 2.02)",1.388927532659897,2.0152599836323684,SH1,Hypertension,NA
factor(state)15,Conditional,1.313608627230449e-6,0.01906757761242956,0.06944292804177922,8862,0.019069022581919514,7.577575010706403e-5,15695464.791863602,1567407863.0685008,8859.027473262036,-0.20120973703370648,0.3400955931172649,0.13809063176739947,"1.07 (0.82, 1.41)",0.8177409030152059,1.4050819003028105,SH1,Hypertension,NA
factor(state)16,Conditional,1.1082535610187306e-5,0.011657706788605322,0.1716846197324065,8862,0.011669897577776528,0.0010446354897254166,84031.29131674676,8247322.114899099,8841.257069702076,-0.04004502898253018,0.38341426844734317,0.10802730015036259,"1.19 (0.96, 1.47)",0.9607461767554906,1.4672857543704774,SH1,Hypertension,NA
factor(state)17,Conditional,1.4219160472313467e-6,0.011979386978745926,0.26117095475588087,8862,0.01198095108639788,1.3054953990507747e-4,5293120.295495404,528070392.30798095,8858.695395421708,0.04663813572315503,0.47570377378860673,0.10945753097159593,"1.30 (1.05, 1.61)",1.0477427997820818,1.6091462740458595,SH1,Hypertension,NA
factor(state)18,Conditional,1.1424883330621648e-6,0.005722912134508915,0.17752636721879383,8862,0.005724168871675284,2.1954928209526667e-4,1874532.852320748,186714680.89741665,8857.635249060726,0.02923894601144364,0.32581378842614406,0.07565823730219522,"1.19 (1.03, 1.39)",1.0296706007660033,1.3851574125144777,SH1,Hypertension,NA
factor(state)19,Conditional,9.201678391824564e-7,0.007264185240233411,0.012428254464220094,8862,0.007265197424856511,1.3931963082485578e-4,4648430.057071152,463679482.928228,8858.59705805504,-0.15463148598063825,0.17948799490907846,0.08523612746281069,"1.01 (0.86, 1.20)",0.8567308366417506,1.1966045386349684,SH1,Hypertension,NA
factor(state)2,Conditional,1.131159181556489e-6,0.010459744147487357,0.11489621543761624,8862,0.010460988422587069,1.1894431476719106e-4,6375062.665696738,636143555.7017964,8858.823461971515,-0.08556688940226373,0.31535932027749625,0.10227897351160242,"1.12 (0.92, 1.37)",0.917991737081901,1.3707517613812648,SH1,Hypertension,NA
factor(state)20,Conditional,1.2794622990538005e-6,0.005892811201363712,0.2637252771023367,8862,0.005894218609892671,2.3877779602491e-4,1585328.3497413057,157853650.93058407,8857.38807712162,0.11325136435564459,0.4141991898490287,0.07677381461079467,"1.30 (1.12, 1.51)",1.1199134038823686,1.513158502681604,SH1,Hypertension,NA
factor(state)21,Conditional,1.079674282984624e-6,0.00571788455313508,0.24825945520654344,8862,0.0057190721948463625,2.0766335356866246e-4,2094809.9826085726,208700160.50687602,8857.784815677705,0.10003806476674915,0.39648084564633773,0.0756245475678788,"1.28 (1.11, 1.49)",1.105212986949528,1.4865839631471032,SH1,Hypertension,NA
factor(state)22,Conditional,2.8221113300369466e-6,0.005842426784510383,0.3738063929494917,8862,0.005845531106973424,5.310590956119182e-4,322179.84297219047,31912204.500916723,8852.83892473944,0.223955237679012,0.5236575482199713,0.0764560730548818,"1.45 (1.25, 1.69)",1.251015019839157,1.6881910114604606,SH1,Hypertension,NA
factor(state)23,Conditional,1.169322366065622e-6,0.0053391618117124996,0.23314402657937064,8862,0.0053404480663151715,2.4085143918639034e-4,1558205.6988294173,155147227.09019354,8857.361036959404,0.08991305349429296,0.3763749996644483,0.07307836934630638,"1.26 (1.09, 1.46)",1.0940791532102996,1.4569934033765948,SH1,Hypertension,NA
factor(state)24,Conditional,1.1035474006625321e-6,0.007044758305364506,-0.04899616215916072,8862,0.007045972207505235,1.722831292799821e-4,3041604.5724104466,303219415.6249629,8858.215457778047,-0.21351610715967578,0.11552378284135431,0.08394028953670124,"0.95 (0.81, 1.12)",0.8077391496623221,1.1224612095477096,SH1,Hypertension,NA
factor(state)25,Conditional,1.1057626538269454e-6,0.054619999422681566,-0.3558333722097706,8862,0.054621215761600776,2.226861673160958e-5,181564145.97903642,18149139056.913635,8859.027473262036,-0.8139001262013965,0.10223338178185526,0.23371182204073626,"0.70 (0.44, 1.11)",0.4431264425932814,1.1076419450160673,SH1,Hypertension,NA
factor(state)27,Conditional,9.91105241509818e-7,0.006518911166540152,0.12231060203921652,8862,0.006520001382305813,1.6721097155277637e-4,3228636.2959422152,321894064.64706075,8858.27540790917,-0.03594968043668313,0.28057088451511614,0.08074652551228327,"1.13 (0.96, 1.32)",0.9646888349827323,1.323885382309867,SH1,Hypertension,NA
factor(state)28,Conditional,1.2499947873905914e-6,0.007192197000415508,0.17148127908975175,8862,0.007193571994681638,1.911420733880489e-4,2471854.22685631,246337156.57813537,8857.988623821133,0.00524707423761378,0.3377154839418897,0.0848149278999967,"1.19 (1.01, 1.40)",1.005260864240147,1.4017416286622004,SH1,Hypertension,NA
factor(state)29,Conditional,1.229993376363034e-6,0.005944692066437502,0.2803236178624658,8862,0.005946045059151501,2.2754498167096117e-4,1745359.7412140304,173823297.97666547,8857.53325081318,0.1291896125598156,0.43145762316511593,0.07711060276739834,"1.32 (1.14, 1.54)",1.1379058649553868,1.5394998995979667,SH1,Hypertension,NA
factor(state)3,Conditional,1.2620301329239744e-6,0.00540182047683516,0.5774902069286253,8862,0.005403208709981376,2.569275444888667e-4,1369705.9369170596,136339336.7336301,8857.148865386958,0.433420070788135,0.7215603430691155,0.07350652154728433,"1.78 (1.54, 2.06)",1.5425240539182474,2.057641333500315,SH1,Hypertension,NA
factor(state)30,Conditional,1.1646801065175366e-6,0.024837061093309576,0.1058751843120688,8862,0.024838342241426746,5.157945344003359e-5,33860405.62001384,3382899047.4909606,8859.027473262036,-0.2030187602110077,0.4147691288351453,0.15760184720182294,"1.11 (0.82, 1.51)",0.8162629280172017,1.514021156511129,SH1,Hypertension,NA
factor(state)31,Conditional,1.0237155598531606e-6,0.05905209950229525,0.05743806532733889,8862,0.05905322558941109,1.9069019593747594e-5,247590989.17386246,24750602733.273632,8859.027473262036,-0.4188502237928854,0.5337263544475631,0.24300869447287496,"1.06 (0.66, 1.71)",0.657802711085066,1.705274942694896,SH1,Hypertension,NA
factor(state)32,Conditional,3.083412776631049e-6,0.007653980396769245,0.09296948062211129,8862,0.007657372150823539,4.429396909916904e-4,462390.6270247641,45872595.424117774,8854.366823598877,-0.07853993994828894,0.2644789011925115,0.08750641205548047,"1.10 (0.92, 1.30)",0.9244651361044592,1.3027519363899207,SH1,Hypertension,NA
factor(state)33,Conditional,1.8296165022015212e-6,0.005856362810062722,0.28137390517768507,8862,0.005858375388215144,3.435386125085509e-4,767313.4244027691,76259050.72766921,8855.928370159143,0.13135821091746872,0.43138959943790145,0.07654002474663268,"1.32 (1.14, 1.54)",1.1403762033630704,1.5393951806384771,SH1,Hypertension,NA
factor(state)34,Conditional,1.0851011728306408e-6,0.033622225522971554,0.100923395632898,8862,0.033623419134261666,3.549940252499295e-5,71462447.67496113,7141680581.4101515,8859.027473262036,-0.2584691196745106,0.4603159109403065,0.18336689759676272,"1.11 (0.77, 1.58)",0.7722328774836005,1.5845744903499928,SH1,Hypertension,NA
factor(state)35,Conditional,1.3144367936600913e-6,0.01527059914820896,0.36110803695331034,8862,0.015272045028681985,9.467497445893032e-5,10058006.311000278,1004088784.6592695,8859.027473262036,0.11889546042825308,0.6033206134783676,0.12358011583050886,"1.43 (1.13, 1.83)",1.1262521742140312,1.8281794095395585,SH1,Hypertension,NA
factor(state)36,Conditional,1.5490759505331502e-6,0.0057427989750894045,0.2920264666051842,8862,0.005744502958634991,2.96628543471299e-4,1028329.6917046153,102286102.57323574,8856.605617969202,0.14347589581125672,0.4405770373991117,0.07579249935603781,"1.34 (1.15, 1.55)",1.1542789875132027,1.5536034472001554,SH1,Hypertension,NA
factor(state)37,Conditional,1.1507897225343402e-6,0.04708527033145983,0.07495965049260689,8862,0.04708653620015462,2.6883878002978217e-5,124585876.37433094,12452560992.083448,8859.027473262036,-0.35034140741482384,0.5002607084000376,0.21699432296757126,"1.08 (0.70, 1.65)",0.7044475450439497,1.6491511622204507,SH1,Hypertension,NA
factor(state)4,Conditional,1.5579441344878657e-6,0.04529419246627262,0.2232427096806161,8862,0.04529590620482056,3.783429213641099e-5,62916853.51058932,6287402792.246552,8859.027473262036,-0.19389318963618302,0.6403786089974152,0.2128283491568277,"1.25 (0.82, 1.90)",0.8237458841674914,1.8971990399717484,SH1,Hypertension,NA
factor(state)5,Conditional,1.3301476927366645e-6,0.0069520391824764135,0.4840199371953725,8862,0.006953502344938424,2.1042093457772292e-4,2040365.5735196972,203265942.97756484,8857.750334866485,0.32058311993624333,0.6474567544545017,0.08338766302600417,"1.62 (1.38, 1.91)",1.3779310291672031,1.910675328037673,SH1,Hypertension,NA
factor(state)6,Conditional,2.2826249524555325e-6,0.0061258162112284775,0.24100129888130242,8862,0.006128327098676179,4.097182489236711e-4,540093.4290067635,53613220.235821106,8854.907830182125,0.08756819537277793,0.3944344023898269,0.07828363238044195,"1.27 (1.09, 1.48)",1.0915166982930342,1.4835448641529327,SH1,Hypertension,NA
factor(state)7,Conditional,1.6545685433055133e-6,0.006776688380523467,0.5076580391250677,8862,0.006778508405921103,2.6849939376725595e-4,1254446.9474734243,124840612.42975383,8856.993355536808,0.34629087576153605,0.6690252024885993,0.08233169745560395,"1.66 (1.41, 1.95)",1.413813800178793,1.9523332631451233,SH1,Hypertension,NA
factor(state)8,Conditional,1.5022155054042287e-6,0.0060028196830000605,0.08878581273927275,8862,0.006004472120056005,2.752010539652966e-4,1194238.294957633,118834439.95952697,8856.902228392237,-0.06308891478004855,0.24066054025859404,0.0774885289578787,"1.09 (0.94, 1.27)",0.9388599914481497,1.272089138956509,SH1,Hypertension,NA
factor(state)9,Conditional,1.0981858297815449e-6,0.004813926681633516,0.2680402288823726,8862,0.004815134686046276,2.508765572560954e-4,1436419.5707661738,142995492.17457917,8857.229254107946,0.13203603069100986,0.40404442707373533,0.0693911715281294,"1.31 (1.14, 1.50)",1.1411494349292037,1.4978704914827097,SH1,Hypertension,NA
h_age,Conditional,4.931125422212533e-10,1.8838987484087027e-6,0.032759304390915914,8862,1.884441172205146e-6,2.8784331633374476e-4,1091886.4039774428,108625105.2083792,8856.728194235462,0.03006876479366612,0.03544984398816571,0.0013727494936095026,"1.03 (1.03, 1.04)",1.0305253953832845,1.0360856808991687,SH1,Hypertension,NA
h_alcohol,Conditional,4.482713870886897e-8,5.263408549551864e-4,0.193712721660512,8862,5.263901648077662e-4,9.367548232547898e-5,10273599.09974087,1025629806.3717003,8859.027473262036,0.14874488708400524,0.23868055623701878,0.02294319430261981,"1.21 (1.16, 1.27)",1.1603769243048883,1.2695729146513524,SH1,Hypertension,NA
h_bmi,Conditional,4.064011143378032e-8,3.5765780363951347e-6,0.03632622035551828,8862,3.621282158972293e-6,0.01234483274560556,729.0899571096414,59057.096167617296,7621.352206155678,0.032596397770414814,0.04005604294062175,0.001902966673111301,"1.04 (1.03, 1.04)",1.0331334801079382,1.0408691059233304,SH1,Hypertension,NA
h_education_2,Conditional,1.6382074917812818e-7,0.0013402539042733426,0.042354988517377755,8862,0.0013404341070974385,1.344361674638004e-4,4991838.843062413,497978122.4415277,8858.651980800934,-0.029403094297728687,0.11411307133248419,0.03661193940639362,"1.04 (0.97, 1.12)",0.9710249709387639,1.120878856985047,SH1,Hypertension,NA
h_education_3,Conditional,4.3698045533425397e-7,9.678306859205801e-4,0.06315482486338815,8862,9.683113644214478e-4,4.964090255770962e-4,368497.9761082976,36522724.82646429,8853.455810259948,0.0021652480606338953,0.1241444016661424,0.031117701785662897,"1.07 (1.00, 1.13)",1.0021675939030206,1.1321793477799227,SH1,Hypertension,NA
h_education_4,Conditional,1.1355052451782302e-6,0.0019336182862615863,0.11845086548227023,8862,0.0019348673420312823,6.455511148297934e-4,218480.7119421452,21596393.824242726,8850.65242452104,0.03223767594001753,0.2046640550245229,0.04398712700360507,"1.13 (1.03, 1.23)",1.0327629390394677,1.227112753346217,SH1,Hypertension,NA
h_tobacco_any,Conditional,1.9562797772844524e-7,5.347858429361667e-4,-0.00910511938590726,8862,5.35001033711668e-4,4.022249714329788e-4,560328.9823460876,55629409.556553826,8855.027205567723,-0.05443926247325473,0.0362290237014402,0.02313008935805627,"0.99 (0.95, 1.04)",0.9470160265223061,1.036893292439344,SH1,Hypertension,NA
hh_children,Conditional,1.473506511159622e-8,6.332130489598384e-5,-0.002330481920947976,8862,6.333751346760659e-5,2.5590792463056785e-4,1380617.1022317423,137427941.03798312,8857.162455925265,-0.01792882972053033,0.013267865878634377,0.007958486883045457,"1.00 (0.98, 1.01)",0.9822309355209422,1.013356274576679,SH1,Hypertension,NA
hh_high,Conditional,1.8539655523839687e-7,0.001438554611561389,0.1554208725451627,8862,0.0014387585477721513,1.4174456935670132e-4,4490937.443095298,447950114.3805189,8858.569631117023,0.08107753562748041,0.229764209462845,0.03793097082559516,"1.17 (1.08, 1.26)",1.0844549772042276,1.2583032789416275,SH1,Hypertension,NA
hh_highest,Conditional,2.9460521392134883e-7,0.0019124213550616425,0.14612486528707053,8862,0.001912745420796956,1.694243947939815e-4,3144952.2522050943,313538317.5061218,8858.249301581482,0.060405947741453636,0.2318437828326874,0.04373494507595678,"1.16 (1.06, 1.26)",1.0622676841969798,1.2609227356639074,SH1,Hypertension,NA
hh_low,Conditional,2.762355533687959e-7,0.0010776701887028816,0.05985528985734001,8862,0.0010779740478115874,2.8187979972481227e-4,1138453.639146326,113269921.86262198,8856.810635014368,-0.0044952579487487765,0.1242058376634288,0.03283251510030243,"1.06 (1.00, 1.13)",0.9955148306007255,1.132248906483943,SH1,Hypertension,NA
hh_medium,Conditional,2.709992328270967e-7,0.001215734050004602,0.14095229157876715,8862,0.001216032149160712,2.451408511818953e-4,1504268.4915229918,149765275.5838849,8857.304865691965,0.07260510801465704,0.20929947514287725,0.03487165251548472,"1.15 (1.08, 1.23)",1.0753058234107857,1.2328141404439328,SH1,Hypertension,NA
nmembers,Conditional,1.4672097386216123e-9,1.1217793148658006e-5,-0.0050897163385113355,8862,1.121940707937049e-5,1.4385169386102085e-4,4360500.633007687,434923174.4645381,8858.545715558545,-0.011654690864576845,0.001475258187554172,0.0033495383382446137,"0.99 (0.99, 1.00)",0.9884129619656606,1.0014763469162336,SH1,Hypertension,NA
rural,Conditional,4.3013045213592216e-8,7.972216390254626e-4,-0.05368004131168894,8862,7.972689533751975e-4,5.9345531435343806e-5,25581750.616707627,2555444556.7957826,8859.027473262036,-0.10902148921748507,0.0016614065941071773,0.028235951433858174,"0.95 (0.90, 1.00)",0.8967111476703159,1.0016627874946826,SH1,Hypertension,NA
w_alcohol,Conditional,5.984944574433811e-7,0.0039477017056530755,0.01735577092838697,8862,0.003948360049556263,1.6673856865249845e-4,3246929.3572851405,323720625.88006836,8858.280968634419,-0.10580048207187273,0.14051202392864667,0.06283597735021126,"1.02 (0.90, 1.15)",0.8996041173212854,1.1508629173752558,SH1,Hypertension,NA
w_bmi,Conditional,8.322001635200192e-9,4.729940010404582e-6,0.0031124419752663443,8862,4.739094212203302e-6,0.0019316353270943385,24966.786654418273,2412082.9035703256,8810.586082237707,-0.0011542960684711241,0.007379180019003813,0.0021769460747118434,"1.00 (1.00, 1.01)",0.9988463698749791,1.0074064732604913,SH1,Hypertension,NA
w_education_2,Conditional,3.8882914422075377e-8,9.677836181089792e-4,0.0331489761656151,8862,9.678263893148435e-4,4.4193056044444166e-5,46118995.6749532,4608233104.226182,8859.027473262036,-0.027825323519474067,0.09412327585070426,0.03110990821771809,"1.03 (0.97, 1.10)",0.972558235014423,1.098695180152115,SH1,Hypertension,NA
w_education_3,Conditional,1.1558752891623092e-7,8.054241201363282e-4,-0.00874082535486697,8862,8.055512664181361e-4,1.5783760402141362e-4,3622884.915928051,361261391.2093543,8858.385016343482,-0.06436898403946438,0.04688733332973044,0.028382235049730246,"0.99 (0.94, 1.05)",0.9376589545034371,1.0480039273149209,SH1,Hypertension,NA
w_education_4,Conditional,6.32601869138853e-8,0.002161368221378575,-0.06036254577597058,8862,0.0021614378075841805,3.219440566881252e-5,86882702.66722144,8683237607.589108,8859.027473262036,-0.1514837526031454,0.0307586610512042,0.046491265927958776,"0.94 (0.86, 1.03)",0.8594318456897585,1.0312365962960728,SH1,Hypertension,NA
w_htn,Conditional,4.1123011574702614e-8,5.264551639246893e-4,0.2682709064192462,8862,5.265003992374214e-4,8.591695808339617e-5,12211137.007485649,1219227430.1324055,8859.027473262036,0.22329836360960265,0.3132434492288898,0.022945596510821446,"1.31 (1.25, 1.37)",1.2501935303492935,1.3678544936179227,SH1,Hypertension,NA
w_tobacco_any,Conditional,4.532797759367843e-8,0.0018318857618457697,0.07177796798026204,8862,0.0018319356226211229,2.7217536870485528e-5,121550741.13549876,12149121339.705742,8859.027473262036,-0.012110679987528516,0.1556666159480526,0.04280111707211767,"1.07 (0.99, 1.17)",0.9879623591488191,1.168436600021594,SH1,Hypertension,NA
(Intercept),Conditional,0.010161684883359728,3.6282123728297924,67.39726277356206,8868,3.639390226201488,0.0030713533523340462,10075.504127039429,954075.9349239635,8757.637369784545,63.65819829716487,71.13632724995925,1.907718591984019,NA,63.65819829716487,71.13632724995925,SW2,Glucose,"67.40 (63.66, 71.14)"
factor(state)10,Conditional,7.064009466280242e-4,1.124249583882794,7.573498997844062,8868,1.1250266249240848,6.906868016063712e-4,191012.94007235442,18866015.86046844,8855.71821555498,5.494618528370071,9.652379467318053,1.060672722815141,NA,5.494618528370071,9.652379467318053,SW2,Glucose,"7.57 (5.49, 9.65)"
factor(state)11,Conditional,0.004551470884847897,41.83336935682618,6.953004255580881,8868,41.83837597479951,1.196656862672758e-4,6298515.423212889,628497041.7844908,8864.814682250615,-5.724550676303421,19.63055918746518,6.468259114692261,NA,-5.724550676303421,19.63055918746518,SW2,Glucose,"6.95 (-5.72, 19.63)"
factor(state)12,Conditional,0.001579053459095356,1.338295683119079,1.1202393067587453,8868,1.340032641924084,0.0012962063390566977,54823.709005458615,5356661.798907188,8839.89624977732,-1.1486111816222389,3.389089795139729,1.1575977893569442,NA,-1.1486111816222389,3.389089795139729,SW2,Glucose,"1.12 (-1.15, 3.39)"
factor(state)13,Conditional,3.9735723919516117e-4,1.9070090713873002,0.1353270188600197,8868,1.907446164350415,2.2915087790356081e-4,1721032.0388599723,171395517.08822614,8863.510635149081,-2.5715856130016617,2.8422396507217003,1.3811032417420557,NA,-2.5715856130016617,2.8422396507217003,SW2,Glucose,"0.14 (-2.57, 2.84)"
factor(state)14,Conditional,1.93421932435197e-4,3.3077657686245865,-0.6960928239784407,8868,3.307978532750265,6.431847231542457e-5,21780794.609986115,2175560015.459364,8865.026754656352,-4.260845736515271,2.8686600885583893,1.8187849055757708,NA,-4.260845736515271,2.8686600885583893,SW2,Glucose,"-0.70 (-4.26, 2.87)"
factor(state)15,Conditional,4.303904124679058e-4,2.765726953807096,3.640661224548869,8868,2.7662003832608106,1.7114792427171002e-4,3082024.752583121,307255196.65398955,8864.227540855143,0.38086906157217904,6.900453387525559,1.6631898217764594,NA,0.38086906157217904,6.900453387525559,SW2,Glucose,"3.64 (0.38, 6.90)"
factor(state)16,Conditional,0.0017613243497583194,3.3868160363028705,9.59580314546189,8868,3.388753493087605,5.71731401734055e-4,278173.88383265457,27533309.54537189,8858.080945628924,5.987790099240872,13.203816191682908,1.8408567280175838,NA,5.987790099240872,13.203816191682908,SW2,Glucose,"9.60 (5.99, 13.20)"
factor(state)17,Conditional,9.766935932957973e-4,3.119634815996441,6.306638248640663,8868,3.1207091789490664,3.442688475659821e-4,764071.763178151,75935884.84565018,8861.914059537701,2.844258115775693,9.769018381505632,1.7665529086186653,NA,2.844258115775693,9.769018381505632,SW2,Glucose,"6.31 (2.84, 9.77)"
factor(state)18,Conditional,0.001164891292441253,1.088370404602779,7.722217504719536,8868,1.0896517850244642,0.0011759540426546536,66467.03272418822,6508213.786784287,8843.541466464634,5.6762815286941075,9.768153480744964,1.0438638728418874,NA,5.6762815286941075,9.768153480744964,SW2,Glucose,"7.72 (5.68, 9.77)"
factor(state)19,Conditional,7.465670351288414e-4,1.5468592845014313,11.260745199503775,8868,1.547680508240073,5.306158049218896e-4,322715.82042498345,31965547.39857045,8858.840441964328,8.822436074262956,13.699054324744594,1.2440580807342048,NA,8.822436074262956,13.699054324744594,SW2,Glucose,"11.26 (8.82, 13.70)"
factor(state)2,Conditional,6.257001925481865e-5,4.809236231904595,0.9481721966041531,8868,4.8093050589257755,1.431121967456853e-5,439542709.622103,43942950443.30531,8865.026754656352,-3.350053872489589,5.246398265697894,2.19301278129558,NA,-3.350053872489589,5.246398265697894,SW2,Glucose,"0.95 (-3.35, 5.25)"
factor(state)20,Conditional,5.521406461532102e-4,1.2052361033265755,1.106336330172629,8868,1.205843458037344,5.036762497821022e-4,357987.6589352057,35476401.716022946,8859.322141106097,-1.0459179076746405,3.2585905680198985,1.0981090374081,NA,-1.0459179076746405,3.2585905680198985,SW2,Glucose,"1.11 (-1.05, 3.26)"
factor(state)21,Conditional,6.975691189365743e-4,1.1779789001079664,2.4482016075886834,8868,1.1787462261387966,6.509679639388976e-4,214880.61604677147,21238472.43186655,8856.534440233554,0.32026702121919204,4.576136193958174,1.0857007995478296,NA,0.32026702121919204,4.576136193958174,SW2,Glucose,"2.45 (0.32, 4.58)"
factor(state)22,Conditional,4.786730901375321e-4,1.3843369332915882,1.9147478855207858,8868,1.3848634736907395,3.80211052680901e-4,626845.0267554751,62257694.531194024,8861.368273993756,-0.39174213468671537,4.2212379057282865,1.1768022236938285,NA,-0.39174213468671537,4.2212379057282865,SW2,Glucose,"1.91 (-0.39, 4.22)"
factor(state)23,Conditional,2.6729416500283757e-4,0.9767580812370208,0.5293690484596884,8868,0.9770521048185239,3.0092927496198663e-4,999224.1149288284,99383350.02250265,8862.54224666329,-1.4079759176612132,2.4667140145805897,0.9884594603819238,NA,-1.4079759176612132,2.4667140145805897,SW2,Glucose,"0.53 (-1.41, 2.47)"
factor(state)24,Conditional,0.0010775650510339947,0.9558863447904673,5.328989181557271,8868,0.9570716663466047,0.0012384877724591719,59991.14270477593,5867580.587861849,8841.676885031611,3.411555242272185,7.2464231208423575,0.978300396783424,NA,3.411555242272185,7.2464231208423575,SW2,Glucose,"5.33 (3.41, 7.25)"
factor(state)25,Conditional,3.238773984831998e-4,3.4406433220206782,4.279551654421481,8868,3.4409995871590096,1.0353536212588239e-4,8411512.33210531,839585821.4135263,8864.989127447998,0.6438318832882821,7.915271425554679,1.8549931501649837,NA,0.6438318832882821,7.915271425554679,SW2,Glucose,"4.28 (0.64, 7.92)"
factor(state)27,Conditional,0.001853822774081151,1.2808425757143103,1.0734059017213484,8868,1.2828817807657995,0.0015895502470009274,36646.452157824984,3562000.5951183178,8829.964427666897,-1.146535737553421,3.2933475409961175,1.132643713073886,NA,-1.146535737553421,3.2933475409961175,SW2,Glucose,"1.07 (-1.15, 3.29)"
factor(state)28,Conditional,7.173408947295952e-4,2.0027055842837376,5.8982532538368835,8868,2.00349465926794,3.93849307534903e-4,584326.7004773379,58020616.21638153,8861.155288094033,3.1240249733660233,8.672481534307742,1.415448571749585,NA,3.1240249733660233,8.672481534307742,SW2,Glucose,"5.90 (3.12, 8.67)"
factor(state)29,Conditional,1.5677223050324478e-4,1.2815421707011438,1.3887444444196515,8868,1.2817146201546974,1.345459050258437e-4,4983709.165926076,497166137.56991184,8864.649729588391,-0.830186369548964,3.6076752583882667,1.132128358515366,NA,-0.830186369548964,3.6076752583882667,SW2,Glucose,"1.39 (-0.83, 3.61)"
factor(state)3,Conditional,0.005581056258659344,2.028810778394653,1.8584135758629095,8868,2.0349499402791786,0.0030168613797364645,10432.803351164976,988853.1436489958,8760.94006893795,-0.9375112325632231,4.654338384289042,1.4265167157377368,NA,-0.9375112325632231,4.654338384289042,SW2,Glucose,"1.86 (-0.94, 4.65)"
factor(state)30,Conditional,6.295520197531248e-4,5.8599516854452105,5.002300181167017,8868,5.860644192666939,1.1816230417040651e-4,6459632.733123756,644591548.7047886,8864.831132844862,0.25746894987773405,9.7471314124563,2.4208767404944305,NA,0.25746894987773405,9.7471314124563,SW2,Glucose,"5.00 (0.26, 9.75)"
factor(state)31,Conditional,3.740171920572952e-4,143.9583591448912,16.391327967212483,8868,143.95877056380246,2.8578940321019486e-6,11019771950.931223,1101920509267.2708,8865.026754656352,-7.124872597500676,39.907528531925635,11.998281983842622,NA,-7.124872597500676,39.907528531925635,SW2,Glucose,"16.39 (-7.12, 39.91)"
factor(state)32,Conditional,0.006716196727994078,3.3752278354277037,8.19231140763378,8868,3.3826156518284973,0.0021840543417340217,19616.585002069383,1886755.5216092342,8805.350240932177,4.587565174619062,11.797057640648497,1.839188857031408,NA,4.587565174619062,11.797057640648497,SW2,Glucose,"8.19 (4.59, 11.80)"
